"(9, 46)",2.0
"(28, 31)",0.09799539059111195
"(15, 54)",0.0017133842281510602
"(13, 21)",0.11992040252026166
"(52, 61)",0.14275035981742315
"(2, 62)",0.2312445505090371
"(57, 67)",0.09644788911205283
"(17, 23)",0.014983207015739852
"(38, 50)",0.2623753427302279
"(31, 64)",0.022647856848350956
"(48, 62)",0.014642211267360272
"(0, 28)",0.16428637823344264
"(48, 60)",0.2624841999359639
"(34, 47)",0.07534991228082277
"(29, 68)",0.11501215488838391
"(31, 47)",0.29542662065224934
"(62, 69)",0.15395201426605312
"(7, 31)",0.16044353477893983
"(4, 8)",0.07762436693079748
"(16, 54)",0.2916783524745276
"(10, 36)",0.290498559119132
"(2, 34)",0.2079250499848074
"(18, 28)",0.15534064536262454
"(19, 38)",0.15853807742710083
"(26, 48)",0.2995555702976351
"(42, 70)",0.08489469240647808
"(21, 66)",0.018562414460743127
"(26, 69)",0.16975782737995032
"(12, 22)",0.23979678733237259
"(2, 59)",0.019961810926887213
"(11, 61)",0.17843226287625075
"(1, 13)",0.08354661329320864
"(33, 43)",0.07096814602828552
"(7, 13)",0.05078484520819676
"(16, 19)",0.001603022483859451
"(16, 41)",0.06947948854336533
"(12, 62)",0.2220086150562143
"(63, 70)",0.223862771898771
"(14, 18)",0.0638186066982314
"(7, 69)",0.2696376127368355
"(3, 14)",0.25435452689108196
"(4, 40)",0.11709273300689226
"(29, 45)",0.14640064556423432
"(7, 21)",0.08927728448770163
"(13, 66)",0.12486355986136533
"(4, 28)",0.08720969416133346
"(13, 47)",0.23938880318307035
"(7, 28)",0.15079102695702346
"(1, 10)",0.15384462806464183
"(20, 68)",0.01074065638434386
"(8, 15)",0.14792376299362237
"(37, 38)",0.18474757080255616
"(21, 68)",0.19481948852442413
"(0, 12)",0.14700452590492266
"(17, 52)",0.2016997409252525
"(12, 71)",0.11249080552228168
"(7, 59)",0.2887456334218411
"(39, 60)",0.10059672420754012
"(4, 51)",0.2649982314921949
"(52, 58)",0.2544454260528901
"(51, 52)",0.03710080286932303
"(36, 45)",0.2474793685375229
"(48, 49)",0.19933284322338432
"(51, 56)",0.01262133793349377
"(3, 56)",0.29888666028663724
"(19, 56)",0.13134285658158446
"(45, 51)",0.2613205978107468
"(41, 50)",0.2926312987333585
"(6, 51)",0.2576340195598218
"(14, 16)",0.15008018113870106
"(22, 30)",0.19057814031807413
"(8, 66)",0.25713644935094976
"(37, 52)",0.09505725103157482
"(49, 62)",0.2714791157566067
"(8, 57)",0.1387670279639316
"(23, 60)",0.06029298407683202
"(26, 60)",0.24354845656802562
"(4, 24)",0.15195296325382215
"(30, 57)",0.27471395358564865
"(7, 10)",0.08098189618615827
"(51, 61)",0.20357020774200282
"(12, 23)",0.1259654160289702
"(30, 43)",0.016635731276865462
"(48, 70)",0.22660126202864936
"(13, 37)",0.17312794759378897
"(18, 58)",0.16082099823720378
"(27, 69)",0.03244739111261933
"(44, 48)",0.0005681468408999967
"(29, 46)",0.06658280362162079
"(36, 60)",0.21848566968365918
"(19, 21)",0.08222517972036972
"(32, 37)",0.21338054889306352
"(15, 35)",0.0761434327782875
"(43, 49)",0.11860245117424018
"(43, 46)",0.05864165611553158
"(50, 70)",0.1858681972202019
"(46, 62)",0.07632566414971677
"(6, 24)",0.22726446389765062
"(35, 45)",0.0981413514924465
"(16, 51)",0.23436845999546818
"(12, 18)",0.22395556784178702
"(36, 70)",0.14606856947082483
"(60, 61)",0.16023877843819911
"(2, 42)",0.24482147034885016
"(40, 68)",0.10554525577828418
"(31, 39)",0.27279796819600705
"(6, 61)",0.10934692575603198
"(40, 63)",0.10182094625310754
"(17, 70)",0.11725433815814779
"(30, 31)",0.11937522282002183
"(2, 44)",0.21446119000697922
"(36, 42)",0.23578448503246138
"(9, 71)",0.25930802865709607
"(28, 53)",0.14900000796382165
"(39, 45)",0.02416569609480157
"(4, 64)",0.25785210235373524
"(16, 57)",0.1317438855717364
"(4, 26)",0.15146109795743623
"(32, 39)",0.0030442729571540372
"(0, 14)",0.05895397947988159
"(30, 53)",0.2183305239659
"(54, 69)",0.22603436960532658
"(21, 34)",0.2465846497422103
"(30, 69)",0.17993305270161591
"(23, 40)",0.07277224764886824
"(21, 53)",0.10215658738897304
"(2, 35)",0.0738157349518588
"(24, 29)",0.19638684828538525
"(3, 32)",0.01800486761168427
"(53, 57)",0.2333551679456875
"(13, 18)",0.05528494030738335
"(16, 27)",0.21420345270099705
"(15, 61)",0.10416847841942688
"(20, 33)",0.08036507873255441
"(2, 4)",0.2522859130295388
"(64, 66)",0.21642653929966238
"(31, 35)",0.2382621297384364
"(26, 54)",0.27618230122231574
