"(8, 16)",4.0
"(11, 14)",4.0
"(9, 18)",0.1310036523193652
"(4, 6)",0.0229594300217979
"(0, 17)",0.05242732899166571
"(3, 14)",0.021048257752344767
"(8, 11)",0.036662367058303426
"(4, 18)",0.06669336596111591
"(16, 17)",0.1495391362371582
"(1, 8)",0.1683358535561963
"(10, 14)",0.223683575630337
"(1, 14)",0.04094205346001865
"(15, 18)",0.016704935733818416
"(4, 7)",0.12697439961539636
"(8, 19)",0.16253444238381345
"(8, 18)",0.013938831277719476
"(3, 17)",0.2481376136998703
"(7, 15)",0.17164020496315682
"(6, 9)",0.24041894044681664
"(13, 14)",0.007321529575806507
"(1, 3)",0.2294849701035032
"(3, 19)",0.2630716534883499
"(3, 10)",0.09565459292295725
